,STATE_UT_NAME,DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,lat,longs
280,UTTARANCHAL,HARIDWAR,33.0,35.9,30.4,12.2,21.8,105.7,332.4,367.0,156.8,29.7,4.4,14.6,1143.9,68.9,64.4,961.9,48.7,13.347490,77.102173
281,UTTARANCHAL,CHAMPAWAT,43.5,39.3,33.7,26.9,52.5,213.1,465.9,406.3,234.4,77.4,8.2,22.7,1623.9,82.8,113.1,1319.7,108.3,13.347490,77.102173
282,UTTARANCHAL,RUDRAPRAYAG,75.6,73.3,85.4,54.7,94.1,217.7,578.0,639.4,236.0,52.6,13.7,30.4,2150.9,148.9,234.2,1671.1,96.7,13.347490,77.102173
283,UTTARANCHAL,UDHAM SINGH N,30.0,19.0,15.7,9.0,32.9,147.4,402.9,365.8,203.8,73.5,4.5,9.4,1313.9,49.0,57.6,1119.9,87.4,13.347490,77.102173
284,UTTARANCHAL,BAGESHWAR,46.2,46.8,47.4,25.5,46.7,132.3,299.9,276.9,149.3,57.2,8.1,21.0,1157.3,93.0,119.6,858.4,86.3,13.347490,77.102173
285,HARYANA,AMBALA,38.9,31.6,25.3,7.7,20.5,105.2,307.8,326.0,177.6,34.4,8.8,20.9,1104.7,70.5,53.5,916.6,64.1,13.347490,77.102173
286,HARYANA,GURGAON,10.2,11.7,7.0,6.4,13.9,38.0,169.0,185.2,80.1,12.7,5.5,4.3,544.0,21.9,27.3,472.3,22.5,13.347490,77.102173
287,HARYANA,HISAR,11.0,12.2,9.7,7.4,14.5,35.1,118.8,113.8,57.4,13.0,4.5,4.0,401.4,23.2,31.6,325.1,21.5,13.347490,77.102173
288,HARYANA,JIND,16.4,18.7,12.4,5.4,14.9,40.7,142.3,147.0,85.6,15.8,5.1,4.8,509.1,35.1,32.7,415.6,25.7,13.347490,77.102173
289,HARYANA,KARNAL,30.3,21.4,19.4,8.9,13.1,60.3,197.8,224.3,94.6,26.2,5.9,12.2,714.4,51.7,41.4,577.0,44.3,13.347490,77.102173
290,HARYANA,MAHENDRAGARH,11.8,10.9,9.4,5.3,18.9,43.5,154.3,144.4,53.2,14.1,3.5,6.9,476.2,22.7,33.6,395.4,24.5,13.347490,77.102173
291,HARYANA,ROHTAK,19.3,16.8,17.7,9.3,19.8,49.5,194.1,195.8,68.6,13.4,5.8,7.9,618.0,36.1,46.8,508.0,27.1,13.347490,77.102173
292,HARYANA,BHIWANI,14.6,10.4,8.1,5.5,11.2,32.3,128.2,132.0,56.0,13.4,4.2,3.6,419.5,25.0,24.8,348.5,21.2,13.347490,77.102173
293,HARYANA,FARIDABAD,16.5,12.3,10.4,10.7,16.1,42.2,201.6,234.7,121.7,18.7,6.0,6.7,697.6,28.8,37.2,600.2,31.4,13.347490,77.102173
294,HARYANA,KURUKSHETRA,28.7,19.4,21.5,9.8,10.2,66.3,202.3,203.3,91.1,23.5,5.2,10.1,691.4,48.1,41.5,563.0,38.8,13.347490,77.102173
295,HARYANA,SIRSA,11.0,11.6,10.1,5.5,12.1,23.0,99.8,81.7,37.6,13.4,4.9,2.8,313.5,22.6,27.7,242.1,21.1,13.347490,77.102173
296,HARYANA,SONEPAT(RTK),19.4,15.6,14.4,9.6,16.7,46.2,194.4,208.5,85.2,20.4,5.9,7.9,644.2,35.0,40.7,534.3,34.2,13.347490,77.102173
297,HARYANA,YAMUNANAGAR,42.5,34.9,31.9,15.1,26.4,117.8,304.4,325.4,144.5,36.0,6.8,21.3,1107.0,77.4,73.4,892.1,64.1,13.347490,77.102173
298,HARYANA,KAITHAL,17.7,15.2,12.5,5.6,8.5,42.2,128.3,140.1,73.4,14.2,3.9,4.9,466.5,32.9,26.6,384.0,23.0,13.347490,77.102173
299,HARYANA,PANIPAT,20.6,15.8,12.6,9.5,9.9,55.1,176.2,203.9,86.5,21.8,4.7,7.5,624.1,36.4,32.0,521.7,34.0,13.347490,77.102173
300,HARYANA,REWARI,9.1,8.7,5.2,3.0,9.9,33.1,150.1,183.5,69.1,13.2,3.5,3.8,492.2,17.8,18.1,435.8,20.5,13.347490,77.102173
301,HARYANA,FATEHABAD,16.7,11.0,11.2,6.8,14.9,31.3,104.3,95.9,51.5,12.4,3.6,5.0,364.6,27.7,32.9,283.0,21.0,13.347490,77.102173
302,HARYANA,JHAJJAR,12.4,12.5,9.7,7.5,10.6,34.4,159.3,151.2,72.4,11.0,3.4,4.6,489.0,24.9,27.8,417.3,19.0,13.347490,77.102173
303,HARYANA,PANCHKULA,43.6,37.4,27.8,11.5,27.9,105.6,327.0,346.6,171.2,18.7,12.2,18.7,1148.2,81.0,67.2,950.4,49.6,13.347490,77.102173
304,HARYANA,MEWAT,9.4,9.6,6.3,5.2,9.8,41.3,167.2,194.0,99.3,20.7,4.1,5.1,572.0,19.0,21.3,501.8,29.9,13.347490,77.102173
305,HARYANA,PALWAL(FRD),9.1,7.9,5.9,4.3,7.7,28.1,160.4,171.8,86.6,20.0,3.1,3.2,508.1,17.0,17.9,446.9,26.3,13.347490,77.102173
306,CHANDIGARH,CHANDIGARH,44.3,38.9,33.2,14.8,30.1,120.0,282.4,287.5,154.3,31.8,9.9,23.4,1070.6,83.2,78.1,844.2,65.1,13.347490,77.102173
307,DELHI,NEW DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
308,DELHI,CENTRAL DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
309,DELHI,EAST DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
310,DELHI,NORTH DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
311,DELHI,NE DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
312,DELHI,SW DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
313,DELHI,NW DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
314,DELHI,SOUTH DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
315,DELHI,WEST DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,13.347490,77.102173
316,PUNJAB,AMRITSAR,30.4,29.0,35.4,20.9,17.1,43.1,211.4,194.1,89.0,28.7,7.6,15.0,721.7,59.4,73.4,537.6,51.3,13.347490,77.102173
317,PUNJAB,BATHINDA,11.5,17.4,13.0,8.0,9.7,33.5,109.6,115.4,62.5,19.2,2.7,5.4,407.9,28.9,30.7,321.0,27.3,13.347490,77.102173
318,PUNJAB,FEROZEPUR,15.7,14.5,21.3,9.3,15.4,31.3,128.4,124.7,67.9,12.3,5.1,9.7,455.6,30.2,46.0,352.3,27.1,13.347490,77.102173
319,PUNJAB,GURDASPUR,60.0,49.9,53.8,25.7,21.3,57.1,324.6,319.9,126.2,37.2,11.0,25.8,1112.5,109.9,100.8,827.8,74.0,13.347490,77.102173
320,PUNJAB,HOSHIARPUR,38.4,39.8,39.8,16.0,20.4,74.9,275.7,241.5,125.8,31.5,9.3,20.0,933.1,78.2,76.2,717.9,60.8,13.347490,77.102173
321,PUNJAB,JALANDHAR,28.6,28.6,30.7,13.7,20.2,48.5,203.9,188.1,111.0,21.9,7.3,16.6,719.1,57.2,64.6,551.5,45.8,13.347490,77.102173
322,PUNJAB,KAPURTHALA,27.6,21.0,25.8,9.5,14.1,37.1,166.3,136.5,82.7,31.4,5.4,10.6,568.0,48.6,49.4,422.6,47.4,13.347490,77.102173
323,PUNJAB,LUDHIANA,24.3,26.1,26.5,12.1,16.6,51.2,203.0,178.3,101.7,25.7,5.4,14.7,685.6,50.4,55.2,534.2,45.8,13.347490,77.102173
324,PUNJAB,PATIALA,26.7,24.7,20.9,9.3,15.3,54.9,235.9,208.5,115.9,21.1,4.3,14.5,752.0,51.4,45.5,615.2,39.9,13.347490,77.102173
325,PUNJAB,RUPNAGAR,41.6,38.9,51.2,14.7,25.6,65.4,291.0,252.9,119.2,19.7,13.2,23.1,956.5,80.5,91.5,728.5,56.0,13.347490,77.102173
326,PUNJAB,SANGRUR,18.3,19.3,15.9,10.4,18.7,44.8,160.5,145.8,85.7,20.4,4.7,12.9,557.4,37.6,45.0,436.8,38.0,13.347490,77.102173
327,PUNJAB,FARIDKOT,16.1,14.3,17.0,8.1,13.9,36.0,120.0,103.8,65.3,9.8,3.8,7.5,415.6,30.4,39.0,325.1,21.1,13.347490,77.102173
328,PUNJAB,MOGA,21.3,13.4,15.0,9.7,15.7,33.7,123.0,133.5,63.8,20.9,3.1,7.5,460.6,34.7,40.4,354.0,31.5,13.347490,77.102173
329,PUNJAB,NAWANSHAHR,38.8,39.9,38.6,15.9,19.2,85.3,309.6,254.9,138.8,29.6,10.1,24.9,1005.6,78.7,73.7,788.6,64.6,13.347490,77.102173
330,PUNJAB,FATEHGARH SAH,24.9,21.8,22.6,10.0,13.7,45.6,220.6,174.6,106.3,18.9,7.1,17.0,683.1,46.7,46.3,547.1,43.0,13.347490,77.102173
331,PUNJAB,MUKTSAR,16.7,12.7,18.2,7.0,10.9,31.2,113.0,107.5,60.1,11.2,3.5,7.5,399.5,29.4,36.1,311.8,22.2,13.347490,77.102173
332,PUNJAB,MANSA,12.3,18.4,11.3,7.2,8.9,30.3,110.9,122.8,70.8,18.2,2.4,6.3,419.8,30.7,27.4,334.8,26.9,13.347490,77.102173
333,PUNJAB,BARNALA,14.7,16.9,10.0,11.5,9.6,30.3,129.4,117.5,78.4,18.3,3.9,8.9,449.4,31.6,31.1,355.6,31.1,13.347490,77.102173
334,PUNJAB,SAS NAGAR(MGA),33.4,24.7,29.5,13.8,24.6,68.8,241.8,216.6,117.3,20.2,7.3,20.7,818.7,58.1,67.9,644.5,48.2,13.347490,77.102173
335,PUNJAB,TARN TARAN,18.0,18.3,21.5,10.4,12.4,23.5,133.6,111.4,68.3,17.8,4.5,9.5,449.2,36.3,44.3,336.8,31.8,13.347490,77.102173
336,HIMACHAL,BILASPUR,62.5,66.8,54.0,26.1,41.1,107.4,311.8,304.2,153.6,27.0,14.0,28.7,1197.2,129.3,121.2,877.0,69.7,13.347490,77.102173
337,HIMACHAL,CHAMBA,126.2,112.8,120.3,51.2,53.4,132.4,567.3,479.2,227.5,48.7,21.9,56.2,1997.1,239.0,224.9,1406.4,126.8,13.347490,77.102173
338,HIMACHAL,KANGRA,83.0,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,2019.8,163.2,169.9,1582.1,104.6,13.347490,77.102173
339,HIMACHAL,KINNAUR,102.1,107.8,113.9,77.4,69.4,37.1,75.0,81.3,70.8,35.4,17.5,48.7,836.4,209.9,260.7,264.2,101.6,13.347490,77.102173
340,HIMACHAL,KULLU,86.9,97.0,135.2,79.5,72.1,82.4,184.8,165.9,86.6,32.0,23.4,42.3,1088.1,183.9,286.8,519.7,97.7,13.347490,77.102173
341,HIMACHAL,LAHUL & SPITI,132.8,137.1,176.6,108.9,91.7,52.4,164.5,139.9,101.4,52.2,29.6,61.7,1248.8,269.9,377.2,458.2,143.5,13.347490,77.102173
342,HIMACHAL,MANDI,71.1,67.5,81.7,48.3,64.3,160.1,411.2,370.1,152.0,34.4,15.3,30.9,1506.9,138.6,194.3,1093.4,80.6,13.347490,77.102173
343,HIMACHAL,HAMIRPUR,73.0,61.4,59.1,27.1,42.7,143.3,384.8,391.2,159.6,41.1,13.9,31.0,1428.2,134.4,128.9,1078.9,86.0,13.347490,77.102173
344,HIMACHAL,SHIMLA,69.1,70.3,80.0,48.3,65.0,104.7,226.9,189.0,113.3,32.6,13.9,28.3,1041.4,139.4,193.3,633.9,74.8,13.347490,77.102173
345,HIMACHAL,SIRMAUR,58.4,53.3,42.4,20.4,31.9,140.9,508.0,485.6,190.1,44.0,9.2,34.1,1618.3,111.7,94.7,1324.6,87.3,13.347490,77.102173
346,HIMACHAL,SOLAN,71.7,66.1,62.6,27.9,48.8,130.3,368.4,331.8,169.6,44.1,12.9,32.0,1366.2,137.8,139.3,1000.1,89.0,13.347490,77.102173
347,HIMACHAL,UNA,46.3,45.1,40.9,17.2,26.8,67.6,340.0,310.3,144.8,32.1,15.5,24.1,1110.7,91.4,84.9,862.7,71.7,13.347490,77.102173
348,JAMMU AND KASHMIR,ANANTNAG,83.2,100.7,152.7,113.4,101.1,65.2,87.4,82.1,50.4,39.5,38.5,55.4,969.6,183.9,367.2,285.1,133.4,13.347490,77.102173
349,JAMMU AND KASHMIR,BARAMULLA,116.1,157.0,189.6,145.9,111.4,60.5,71.2,70.0,46.0,47.6,35.9,80.8,1132.0,273.1,446.9,247.7,164.3,13.347490,77.102173
350,JAMMU AND KASHMIR,DODA,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,1335.5,281.2,441.4,441.4,171.5,13.347490,77.102173
351,JAMMU AND KASHMIR,JAMMU,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146.0,860.5,81.9,13.347490,77.102173
352,JAMMU AND KASHMIR,KATHUA,85.7,59.0,45.4,20.0,12.5,62.5,387.8,404.2,127.5,29.0,8.6,26.0,1268.2,144.7,77.9,982.0,63.6,13.347490,77.102173
353,JAMMU AND KASHMIR,LADAKH (LEH),8.1,7.3,8.8,8.0,8.0,3.8,13.1,14.1,8.6,7.2,3.6,4.0,94.6,15.4,24.8,39.6,14.8,13.347490,77.102173
354,JAMMU AND KASHMIR,UDHAMPUR,108.5,120.3,134.8,64.3,41.1,91.5,514.7,551.1,219.9,42.6,24.8,60.3,1973.9,228.8,240.2,1377.2,127.7,13.347490,77.102173
355,JAMMU AND KASHMIR,BADGAM,56.6,65.9,106.8,88.1,79.3,35.3,55.5,55.1,40.5,32.8,27.7,28.1,671.7,122.5,274.2,186.4,88.6,13.347490,77.102173
356,JAMMU AND KASHMIR,KUPWARA,87.1,126.3,240.6,154.8,99.6,59.0,88.0,74.7,31.5,51.1,52.0,68.0,1132.7,213.4,495.0,253.2,171.1,13.347490,77.102173
357,JAMMU AND KASHMIR,PULWAMA,42.5,48.2,77.2,72.4,57.9,25.5,42.5,47.4,36.0,21.0,12.9,21.1,504.6,90.7,207.5,151.4,55.0,13.347490,77.102173
358,JAMMU AND KASHMIR,SRINAGAR,56.7,68.8,104.0,86.8,68.0,37.4,55.6,60.9,30.4,31.7,29.0,44.3,673.6,125.5,258.8,184.3,105.0,13.347490,77.102173
359,JAMMU AND KASHMIR,KARGIL,25.6,25.6,25.1,19.7,22.0,5.5,11.6,24.0,8.6,14.5,20.6,20.5,223.3,51.2,66.8,49.7,55.6,13.347490,77.102173
360,JAMMU AND KASHMIR,POONCH,138.9,124.2,158.5,99.0,69.6,116.6,344.2,191.5,108.2,27.4,40.4,55.6,1474.1,263.1,327.1,760.5,123.4,13.347490,77.102173
361,JAMMU AND KASHMIR,RAJOURI,59.3,66.7,60.6,23.6,27.5,46.4,249.0,253.8,100.3,38.8,11.3,19.9,957.2,126.0,111.7,649.5,70.0,13.347490,77.102173
362,JAMMU AND KASHMIR,BANDIPORE,68.7,93.3,119.6,89.4,63.5,30.8,46.1,57.8,33.9,38.0,26.6,32.7,700.4,162.0,272.5,168.6,97.3,13.347490,77.102173
363,JAMMU AND KASHMIR,GANDERWAL,56.7,68.8,104.0,86.8,68.0,37.4,55.6,60.9,30.4,31.7,29.0,44.3,673.6,125.5,258.8,184.3,105.0,13.347490,77.102173
364,JAMMU AND KASHMIR,KULGAM/(ANT),75.9,70.6,131.9,130.6,107.1,41.6,79.9,78.8,68.6,38.1,27.8,28.0,878.9,146.5,369.6,268.9,93.9,13.347490,77.102173
365,JAMMU AND KASHMIR,SHOPAN,48.5,72.9,119.1,121.3,90.8,42.7,85.1,91.9,46.0,31.9,28.6,39.9,818.7,121.4,331.2,265.7,100.4,13.347490,77.102173
366,JAMMU AND KASHMIR,SAMBA,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146.0,860.5,81.9,13.347490,77.102173
367,JAMMU AND KASHMIR,KISTWAR,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,1335.5,281.2,441.4,441.4,171.5,13.347490,77.102173
368,JAMMU AND KASHMIR,REASI,101.5,93.0,84.6,43.5,40.0,83.2,440.5,556.9,242.0,42.2,12.2,56.9,1796.5,194.5,168.1,1322.6,111.3,13.347490,77.102173
369,JAMMU AND KASHMIR,RAMBAN(DDA),144.5,190.8,211.6,112.9,85.0,61.4,132.2,120.2,86.8,42.1,43.6,97.3,1328.4,335.3,409.5,400.6,183.0,13.347490,77.102173
370,RAJASTHAN,BARMER,1.2,1.7,2.3,3.2,9.1,27.4,88.6,86.7,40.7,4.1,3.2,0.4,268.6,2.9,14.6,243.4,7.7,13.347490,77.102173
371,RAJASTHAN,BIKANER,4.1,7.8,5.7,4.1,14.3,29.2,85.7,74.6,39.2,4.4,2.5,2.4,274.0,11.9,24.1,228.7,9.3,13.347490,77.102173
372,RAJASTHAN,CHURU,6.2,7.4,6.3,4.9,16.4,37.7,126.6,101.7,47.7,9.9,2.4,2.4,369.6,13.6,27.6,313.7,14.7,13.347490,77.102173
373,RAJASTHAN,SRI GANGANAGA,6.0,8.0,9.3,7.0,11.6,25.5,79.3,64.9,31.7,3.1,2.1,4.4,252.9,14.0,27.9,201.4,9.6,13.347490,77.102173
374,RAJASTHAN,JAISALMER,1.7,2.9,2.2,3.8,6.6,19.4,59.3,56.9,22.8,3.1,1.5,1.0,181.2,4.6,12.6,158.4,5.6,13.347490,77.102173
375,RAJASTHAN,JALORE,1.8,1.1,2.6,1.4,8.2,34.5,161.1,132.2,66.4,9.2,7.6,1.0,427.1,2.9,12.2,394.2,17.8,13.347490,77.102173
376,RAJASTHAN,JODHPUR,2.9,3.1,2.7,5.2,11.1,27.9,109.5,94.6,42.5,4.9,2.7,1.0,308.1,6.0,19.0,274.5,8.6,13.347490,77.102173
377,RAJASTHAN,NAGAUR,4.1,5.5,2.7,4.7,15.3,42.5,142.6,116.0,47.4,7.9,2.6,2.8,394.1,9.6,22.7,348.5,13.3,13.347490,77.102173
378,RAJASTHAN,PALI,3.7,2.5,2.9,2.7,9.5,41.9,177.3,152.9,74.6,11.9,4.6,1.2,485.7,6.2,15.1,446.7,17.7,13.347490,77.102173
379,RAJASTHAN,HANUMANGARH,7.5,8.6,5.7,4.9,13.0,32.2,103.4,83.4,33.5,3.4,3.6,2.4,301.6,16.1,23.6,252.5,9.4,13.347490,77.102173
380,RAJASTHAN,AJMER,3.7,2.0,2.1,2.2,8.9,43.6,171.0,155.0,60.0,9.7,2.5,1.5,462.2,5.7,13.2,429.6,13.7,13.347490,77.102173
381,RAJASTHAN,ALWAR,9.6,10.2,5.6,5.5,15.8,44.2,196.9,213.3,100.9,20.0,4.1,4.8,630.9,19.8,26.9,555.3,28.9,13.347490,77.102173
382,RAJASTHAN,BANSWARA,2.8,0.5,1.6,0.9,5.2,97.7,284.3,302.5,147.3,24.4,12.6,3.2,883.0,3.3,7.7,831.8,40.2,13.347490,77.102173
383,RAJASTHAN,BHARATPUR,9.3,8.9,5.3,3.8,11.2,40.4,184.7,229.8,102.7,17.7,3.4,3.9,621.1,18.2,20.3,557.6,25.0,13.347490,77.102173
384,RAJASTHAN,BHILWARA,4.8,3.8,3.9,3.0,10.4,60.0,213.6,217.7,89.6,11.7,8.0,3.7,630.2,8.6,17.3,580.9,23.4,13.347490,77.102173
385,RAJASTHAN,BUNDI,5.6,3.3,3.3,2.3,6.6,62.2,256.6,235.8,101.3,16.7,8.3,3.6,705.6,8.9,12.2,655.9,28.6,13.347490,77.102173
386,RAJASTHAN,CHITTORGARH,4.3,1.5,2.7,3.3,10.1,71.5,249.9,269.9,118.4,18.1,13.2,2.4,765.3,5.8,16.1,709.7,33.7,13.347490,77.102173
387,RAJASTHAN,DUNGARPUR,1.7,0.6,1.8,1.2,4.6,77.1,228.5,221.9,110.3,14.8,12.6,2.7,677.8,2.3,7.6,637.8,30.1,13.347490,77.102173
388,RAJASTHAN,JAIPUR,6.7,7.5,2.4,3.9,15.0,52.1,206.9,192.5,73.1,11.8,2.7,2.6,577.2,14.2,21.3,524.6,17.1,13.347490,77.102173
389,RAJASTHAN,JHALAWAR,6.8,2.3,3.4,1.4,7.0,84.1,285.8,335.8,149.4,27.0,11.6,5.6,920.2,9.1,11.8,855.1,44.2,13.347490,77.102173
390,RAJASTHAN,JHUNJHUNU,7.7,9.1,6.3,5.0,20.7,52.9,153.1,144.0,60.0,13.3,3.5,5.4,481.0,16.8,32.0,410.0,22.2,13.347490,77.102173
391,RAJASTHAN,KOTA,6.8,3.2,3.2,2.5,6.9,69.8,275.2,276.8,124.5,24.9,10.6,3.5,807.9,10.0,12.6,746.3,39.0,13.347490,77.102173
392,RAJASTHAN,SAWAI MADHOPUR,7.3,6.4,2.9,2.9,9.8,53.9,253.4,264.5,92.2,19.4,4.7,3.6,721.0,13.7,15.6,664.0,27.7,13.347490,77.102173
393,RAJASTHAN,SIKAR,7.2,8.3,4.2,4.7,19.1,48.2,167.1,134.0,53.2,10.7,3.8,3.3,463.8,15.5,28.0,402.5,17.8,13.347490,77.102173
394,RAJASTHAN,SIROHI,4.1,1.5,3.2,2.7,10.1,72.2,332.0,313.0,151.4,12.9,8.6,1.7,913.4,5.6,16.0,868.6,23.2,13.347490,77.102173
395,RAJASTHAN,TONK,5.0,5.3,2.7,3.0,10.1,56.1,219.7,210.5,79.7,13.9,4.9,3.0,613.9,10.3,15.8,566.0,21.8,13.347490,77.102173
396,RAJASTHAN,UDAIPUR,2.8,2.0,4.3,2.2,8.2,73.6,207.5,203.7,106.5,15.2,11.1,2.6,639.7,4.8,14.7,591.3,28.9,13.347490,77.102173
397,RAJASTHAN,DHOLPUR,8.6,9.5,7.0,2.5,8.6,54.5,211.7,266.1,117.7,26.3,4.3,5.3,722.1,18.1,18.1,650.0,35.9,13.347490,77.102173
398,RAJASTHAN,BARAN,7.1,3.2,2.8,1.7,6.5,73.3,295.3,303.6,120.0,25.2,9.7,4.3,852.7,10.3,11.0,792.2,39.2,13.347490,77.102173
399,RAJASTHAN,DAUSA,8.7,7.0,4.2,4.1,12.8,52.4,237.0,228.2,94.5,17.1,4.7,4.1,674.8,15.7,21.1,612.1,25.9,13.347490,77.102173
400,RAJASTHAN,RAJSAMAND,4.0,2.2,3.7,2.6,12.3,68.1,176.8,177.6,83.5,13.7,6.9,3.1,554.5,6.2,18.6,506.0,23.7,13.347490,77.102173
401,RAJASTHAN,KARAULI,9.1,7.7,3.5,2.4,9.9,50.8,220.5,269.8,96.3,17.0,5.4,3.8,696.2,16.8,15.8,637.4,26.2,13.347490,77.102173
402,RAJASTHAN,PRATAPGARH(CHT,3.6,1.2,3.4,3.3,5.8,108.3,283.3,290.4,163.8,32.8,16.4,3.0,915.3,4.8,12.5,845.8,52.2,13.347490,77.102173
403,MADHYA PRADESH,BETUL,7.5,8.5,9.3,5.9,6.4,137.0,290.6,293.4,197.5,49.4,13.4,9.9,1028.8,16.0,21.6,918.5,72.7,13.347490,77.102173
404,MADHYA PRADESH,VIDISHA,14.0,8.2,5.1,1.4,4.4,110.3,356.2,376.0,162.5,24.0,11.9,10.8,1084.8,22.2,10.9,1005.0,46.7,13.347490,77.102173
405,MADHYA PRADESH,BHIND,10.4,7.1,4.2,1.3,4.6,55.6,221.5,261.4,147.0,39.5,3.9,6.9,763.4,17.5,10.1,685.5,50.3,13.347490,77.102173
406,MADHYA PRADESH,DATIA,9.1,8.5,5.0,3.4,6.6,62.2,246.0,293.0,174.6,39.8,4.1,7.9,860.2,17.6,15.0,775.8,51.8,13.347490,77.102173
407,MADHYA PRADESH,DEWAS,7.5,4.0,3.8,1.3,6.2,127.9,311.6,330.7,179.6,34.4,13.5,10.9,1031.4,11.5,11.3,949.8,58.8,13.347490,77.102173
408,MADHYA PRADESH,DHAR,3.3,1.0,1.4,0.8,4.1,126.4,266.3,261.5,172.6,34.8,11.1,2.8,886.1,4.3,6.3,826.8,48.7,13.347490,77.102173
409,MADHYA PRADESH,GUNA,12.1,7.1,6.3,2.7,8.6,87.3,336.6,356.0,163.1,28.6,10.6,9.3,1028.3,19.2,17.6,943.0,48.5,13.347490,77.102173
410,MADHYA PRADESH,GWALIOR,14.5,8.6,5.5,3.7,8.2,71.8,258.0,289.7,171.1,41.5,5.1,8.2,885.9,23.1,17.4,790.6,54.8,13.347490,77.102173
411,MADHYA PRADESH,HOSHANGABAD,11.8,8.3,9.1,3.2,8.1,140.3,416.6,464.4,267.8,37.4,15.0,10.2,1392.2,20.1,20.4,1289.1,62.6,13.347490,77.102173
412,MADHYA PRADESH,INDORE,5.9,2.3,1.8,1.2,8.3,120.4,270.9,266.9,181.5,38.3,14.1,5.7,917.3,8.2,11.3,839.7,58.1,13.347490,77.102173
413,MADHYA PRADESH,JHABUA,2.6,0.3,0.9,0.9,7.8,108.2,240.6,248.3,148.2,39.0,12.4,3.6,812.8,2.9,9.6,745.3,55.0,13.347490,77.102173
414,MADHYA PRADESH,MANDSAUR,4.9,1.8,3.8,3.9,3.6,81.7,276.7,276.9,144.7,35.8,13.0,3.3,850.1,6.7,11.3,780.0,52.1,13.347490,77.102173
415,MADHYA PRADESH,MORENA,11.7,7.5,5.3,2.6,6.5,52.7,236.0,284.1,135.4,25.8,3.0,6.4,777.0,19.2,14.4,708.2,35.2,13.347490,77.102173
416,MADHYA PRADESH,KHANDWA,7.3,4.1,5.8,2.0,9.7,125.3,268.1,279.0,178.4,35.4,14.6,10.3,940.0,11.4,17.5,850.8,60.3,13.347490,77.102173
417,MADHYA PRADESH,KHARGONE,5.0,2.8,2.1,1.4,7.1,131.5,229.2,237.3,160.5,31.5,10.7,7.8,826.9,7.8,10.6,758.5,50.0,13.347490,77.102173
418,MADHYA PRADESH,RAISEN,10.2,9.4,6.4,1.8,6.4,128.9,373.1,405.9,206.9,32.9,9.9,8.7,1200.5,19.6,14.6,1114.8,51.5,13.347490,77.102173
419,MADHYA PRADESH,RAJGARH,10.1,3.9,4.8,1.4,5.6,94.6,301.5,339.5,154.6,27.0,14.6,9.1,966.7,14.0,11.8,890.2,50.7,13.347490,77.102173
420,MADHYA PRADESH,RATLAM,4.7,1.9,2.1,2.0,5.1,103.9,295.4,299.2,172.8,41.1,12.7,6.9,947.8,6.6,9.2,871.3,60.7,13.347490,77.102173
421,MADHYA PRADESH,SEHORE,9.0,6.8,4.2,1.2,7.0,125.1,349.6,391.5,201.3,33.5,14.2,9.2,1152.6,15.8,12.4,1067.5,56.9,13.347490,77.102173
422,MADHYA PRADESH,SHAJAPUR,10.2,3.3,3.7,1.8,6.9,95.6,299.0,316.3,163.0,29.2,11.6,8.8,949.4,13.5,12.4,873.9,49.6,13.347490,77.102173
